publishedAt,authorDisplayName,textDisplay,likeCount
2025-11-05T05:43:06Z,@sevi1212-g7o,udado❤❤❤❤,0
2025-11-05T05:38:19Z,@LalaErzyd,Aku aku 🤔🤔🤔😏😏😏🫣🫣🫣🧐🧐🧐😲😲😲,0
2025-11-05T05:27:58Z,@RiandiAndi-y4i,Beracun emang😭😭😭😭,0
2025-11-05T04:38:35Z,@KanjengMami-w9b,Aku udah,0
2025-11-05T04:18:00Z,@BurungHantu-e6p,Aku mah dari kemarin,0
2025-11-05T04:16:15Z,@icemiviazizah,aku  udah😂😂😂,0
2025-11-05T04:11:36Z,@YantiHandayani-y7b,Mbak Yuni dan tidak mudah bagi,0
2025-11-05T02:20:21Z,@inarabestinyzikadanbestinyarey,Aku sudah,0
2025-11-04T23:51:32Z,@SartatiTati-x3p,Sini kumpul,0
2025-11-04T23:06:39Z,@diedieqpoernadhie3490,Aku udah dapat MbG😊😊,0
2025-11-04T20:31:02Z,@ShenzaElshanum,😅😊😊,0
2025-11-04T16:12:39Z,@aisyahrestyramadhani7855,Aku udah dapat mbg,0
2025-11-04T14:45:42Z,@milasalmia4892,SD Mike bott,0
2025-11-04T14:29:10Z,@gitaayupramudyana4762,Aku daat mbg sukaakusuka seneng banget hehe🍖🍗🍤🍴babay,0
2025-11-04T14:24:05Z,@najibsuteja1556,Butut yang belum dapat,0
2025-11-04T14:23:20Z,@najibsuteja1556,Aku udah dapat MBG DI SEKOLAH SMPN,0
2025-11-04T13:29:30Z,@MarjukiHadi-o3l,😊heheha,0
2025-11-04T13:24:15Z,@SriWahyuni-i5p6l,Aku dapet,0
2025-11-04T13:03:55Z,@Saepul-e8k,Udah tapi ada belatunh nya,0
2025-11-04T13:02:39Z,@salizasafrina5381,Akuùuuuuuuuuuuuuu 😁😁😁😁😁😁😁😁😁😁😋😋😋😋💝💝💝💝💝💝,0
2025-11-04T12:59:04Z,@AhmadraflyRafly-n2w,😊,0
2025-11-04T12:48:01Z,@kevinnolepgaming981,aku udah dapet  mbg,0
2025-11-04T12:21:19Z,@SugimanDs,Akubelum,0
2025-11-04T12:07:04Z,@Arul-d9x,Aku belum dapat mbg yang belum dapat mbg kumpul <br>👇,1
2025-11-04T12:03:04Z,@RahmaWati-er8vz,Aku adapat MBG juga😊 enak,0
2025-11-04T11:54:28Z,@MuhamadReza-q6t,Aku sudah,0
2025-11-04T11:51:15Z,@Zeva-user654,Aku sudah dapet mba malah duluan,0
2025-11-04T11:47:10Z,@kurniawanakmaltsaqieb6724,AsI,0
2025-11-04T11:42:09Z,@Pokokpacu,Saya setiap hari,0
2025-11-04T11:36:09Z,@mamahOla-o8r,Tim yg udh dapet mbg kumpul😊,0
2025-11-04T11:27:26Z,@DerinaKhoirunisa,Aku,0
2025-11-04T11:20:51Z,@RachelAlghifari,aku udah😊,0
2025-11-04T11:20:12Z,@Anin-c2b,Yang udah sini aku udah dari dulu tau dari kls 1 aku sekarang kls 2,0
2025-11-04T11:18:00Z,@WardatulIsnaini,Aku pernah dapet tapi udah nggak ada,0
2025-11-04T11:17:37Z,@fitriyh8006,😊😊😊😊,0
2025-11-04T11:15:45Z,@WahjahWahjah,aku udah,0
2025-11-04T11:09:37Z,@markonah-f1b,Aku sudah dapat MBG ya 🎉🎉 💖😁😁🫵😒,0
2025-11-04T11:06:52Z,@AsnanAbas48,udah aku,0
2025-11-04T10:59:31Z,@anca_official_2317,Team yang mbg nya sampe lulus,0
2025-11-04T10:57:34Z,@Naganraya-g1p,My school hasn&#39;t,0
2025-11-04T10:57:08Z,@Naganraya-g1p,Hmmmm 😢,0
2025-11-04T10:56:54Z,@Naganraya-g1p,Sekolah ku kapan dapat ya,2
2025-11-04T10:38:51Z,@BerkahCell12,Aku juga dapat,0
2025-11-04T10:32:00Z,@AdrianaWowiling,Aku kemarin dapat mbg😊😊😊😊🎉❤❤❤,0
2025-11-04T10:32:00Z,@AdrianaWowiling,Aku kemarin dapat mbg😊😊😊😊🎉❤❤❤,0
2025-11-04T10:31:51Z,@AdrianaWowiling,Aku kemarin dapat mbg😊😊😊😊🎉❤❤❤,0
2025-11-04T10:20:03Z,@GepinYuqi,Bang gua belum dapen padalan aku kelas 3,0
2025-11-04T10:17:52Z,@NamiraSabiaPutriAdla,Aku udah dapet MBG tapi aku tidak ambil MBG😊,0
2025-11-04T10:15:24Z,@at-tanwirchannel2301,AKU UDAH KO😊😊😊,0
2025-11-04T09:34:22Z,@SapruddinUdin-g4i,Aku sudah dapat,0
2025-11-04T09:16:29Z,@menukkhodijah2449,aku iyaa😊😊,0
2025-11-04T09:07:07Z,@MuhiyahNayra,Aku juga dapat mbg,0
2025-11-04T08:55:42Z,@liaadiba3243,Aku udah dari dulu,0
2025-11-04T08:44:01Z,@LiawatiNahwah,aku belum 😢 di sekolah mi Roudotut Lim,0
2025-11-04T08:34:10Z,@NauvalinAyuningdiya,😢,0
2025-11-04T08:33:37Z,@Ryuma12455,Aku juga dapat mbg,0
2025-11-04T08:26:38Z,@20.radityaarosyid50,Aku uda dapat dari dulu uda dapat tapi<br>hari Sabtu gk dapat karena pulangnya jam<br>10.10 yang pulangnya sama ngumpul <br>gk maksa kok😊😊😊😊😊😊😊😊😊❤,0
2025-11-04T08:02:35Z,@Felisha-t3u,Team sudah dapat mbg ngumpul sini,1
2025-11-04T08:02:23Z,@pramono336,Kami gak dikasih😢😢😢😢😭😭😭😭😭😭😭😭,0
2025-11-04T07:31:21Z,@YulieIndriani,Aku udah dapet  mbg ngumpul  sini😊,0
2025-11-04T07:23:14Z,@SakdiahNasution-p4q,enaksekali,0
2025-11-04T07:14:03Z,@adeagustian6377,Blom,0
2025-11-04T07:07:27Z,@ManaikSinurat,Udah,0
2025-11-04T07:06:05Z,@yunitasusanti5952,Aku sudah dapat mbg❤❤❤❤ enak,0
2025-11-04T06:55:45Z,@DianArdiansyah-k1b,Aku Uda dapat MBG ❤❤❤,0
2025-11-04T06:38:41Z,@HafiliHafili,"Saya sudah dapet mbg  hari Senin sampai jum at hari Senin sampai Kamis  beda beda nasi, gorengan ,sayur,  dan buah hari Jum ,,at hamburger atau nasi goreng ada susu nya rasa vanila",0
2025-11-04T06:36:18Z,@Stevenpro10,Aku bekum😢😢😢,0
2025-11-04T06:35:00Z,@Trihandayani-o2j,Sekolah lain : ada yang keracunan😭💀,0
2025-11-04T06:24:04Z,@sithapangalapangala495,Tim yang udah dapet mbg ngumpul ya ga maksa,0
2025-11-04T06:18:50Z,@AbananAbanan-l5p,aku belum pernah dapat MBG,0
2025-11-04T06:11:33Z,@riskaseptiawan5456,Aku Mbg nya enak-enak banget nih,0
2025-11-04T05:58:18Z,@veraeka7091,Jadi aku dapet mbg ❤❤❤❤❤😊😊😊😋😋😋😋😋😋😋😜😜😋😋😋😋🤩,0
2025-11-04T05:55:57Z,@veraeka7091,😊😊😊😊,0
2025-11-04T05:55:41Z,@veraeka7091,Aku kat sudah sdn,0
2025-11-04T05:52:24Z,@yuliafarida,Aku udah kak,0
2025-11-04T05:47:33Z,@singgihningbudi2279,Aku sudah dapet😊😊😊😊😊😊😊😊😊😊😊❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉😂😂😂😂😂😂,0
2025-11-04T05:35:50Z,@TuhpatulAzizah,Belumka,0
2025-11-04T05:32:07Z,@lilinimatus,Aku sudah ❤❤,0
2025-11-04T05:04:17Z,@Nusaibah-h8m,Aku udah dapat mbg,0
2025-11-04T04:55:14Z,@SaripahCubil,Saya,0
2025-11-04T04:49:38Z,@Parmin-g8j,Aku udah dapat kak enak banget,0
2025-11-04T04:38:04Z,@RafaelRahman,Vuvg,0
2025-11-04T04:29:10Z,@wanaaldhy5122,😮😮😮😮🎉🎉🎉🎉,0
2025-11-04T04:09:28Z,@sellaabigail,aku udah dapet mbg yang udah dapet ngumpul sini 👇👇👇,0
2025-11-04T04:00:21Z,@kz_kimmoy,aku udah dapat,0
2025-11-04T03:46:10Z,@riasky-ye4lb,Yang udah dapat mbg ngumpul disini😊😊😊,3
2025-11-05T11:58:14Z,@JupriDg.nyorong,Aku sudah dapat mbg,0
2025-11-04T03:43:59Z,@AmelNur-v4y,MBG,0
2025-11-04T03:36:22Z,@use3rnotfound,Aku sih gak tau udah dapet MBG soalnya aku gak masuk sekolah sampe saminggu soalnya aku sakit cacar <br><br><br><br>Jadinya aku gak tau udah dapet MBG<br><br><br><br>Semoga aja aku cepet sembuh biar aku tau <br><br><br><br>AMIN<br><br><br><br>😊😊😊😊😊😊😊<br><br><br><br><br>😊😊<br>  😊<br><br><br><br><br><br>❤❤❤❤❤❤❤❤<br><br><br><br><br><br>❤❤<br>    ❤,1
2025-11-04T03:20:37Z,@IbuSriMulyati-d2l,Aku dapat KA,0
2025-11-04T03:15:39Z,@TIFANNIIRAYANI,Aku dapat mbg,0
2025-11-04T03:02:07Z,@RafaDiva-cn9le,Aku udah dapat mbg,0
2025-11-04T01:54:35Z,@opienando4922,Dah dapet,0
2025-11-04T01:46:04Z,@AhmadalifpratamaAlif,ko mbg nya sedikit cuman 6 biji,0
2025-11-04T00:42:58Z,@SitiNurrahmawati-f8n4n,Aku udah ada mbg 🎉❤,0
2025-11-03T23:55:55Z,@AsyifaPutri-b2f,Itu baru dapet ya klo aku udh dari dulu tapi awal² dimakan sekarang udh gk dimakan tapi bawa kotak bekal😊,0
2025-11-03T22:18:32Z,@JancukNjaran-f8i2f,jan,0
2025-11-03T17:37:48Z,@SamsulIwan-g1q,Aku SD Uda dapat kakakku SMP Uda dapat mbg,0
2025-11-03T15:33:01Z,@KhairulNisa-v6e,Aku udah dapet,0
2025-11-03T15:00:26Z,@ZubaidahAzzahra-b6z,Tempat banner kanakan yang satu minggu,0
2025-11-03T14:42:19Z,@dheaamelia4412,aku sudah dapat mbg😊,0
2025-11-03T14:16:20Z,@sitirubiyanti8827,Aku udah😅😅😅😅😅😅,0
2025-11-03T14:00:40Z,@Salesman001MADCabangBekasi,aku. udah. dapat. mbg. kak🎉🎉🎉🎉🎉❤❤❤❤❤,0
2025-11-03T13:57:32Z,@tutusemy8442,Saya dapat  mbg😊,0
2025-11-03T13:19:51Z,@PutriNasution-i5i,Aku dapat lah,0
2025-11-03T12:51:55Z,@istialfauziyah3665,MBG😊😊😊,0
2025-11-03T12:51:37Z,@istialfauziyah3665,❤❤❤❤❤❤❤❤❤❤,0
2025-11-03T12:46:10Z,@AgesTheara,Aku sudah dapat mbg 😊😊,0
2025-11-03T12:40:04Z,@eksdzaky4011,aku sekolahnya  menolak mbg😊,0
2025-11-03T12:34:32Z,@annarosita5586,Belum 😢😢😢😢,0
2025-11-03T12:33:41Z,@andiirfan4252,Udah,0
2025-11-03T12:29:53Z,@HafidzBujang,aku di TK ada MBG,0
2025-11-03T12:15:29Z,@AlivaMaulida,Aku bentarlagi minggu depan😊😊🎉,0
2025-11-03T11:45:12Z,@Meli-s9w5m,AKU  SUDAH  DAPAT  MBG,0
2025-11-03T11:35:57Z,@RahmaHanifa-h9w,Belum aku,0
2025-11-03T11:34:14Z,@sableng4934,Aku juda,0
2025-11-03T11:33:32Z,@cleozorranugroho2358,Di sklh ku gak ada MBG disuruh bawa bkl sdr,0
2025-11-03T11:24:40Z,@ShazivaEda,Aku udh,0
2025-11-03T11:22:55Z,@Suhartiningsih-q6u,Kalo aku sudah dapat😊😊,0
2025-11-03T11:05:01Z,@CindiRevalinda,Aku udah dong😁😁😁👍🏻👍🏻👍🏻👍🏻👍🏻,0
2025-11-03T11:03:02Z,@milanojaw4931,Kesiangan 😩,0
2025-11-03T11:02:51Z,@milanojaw4931,Aku tadi ga  sekolah 🤣,0
2025-11-03T10:58:59Z,@IlhamNurhafis,Aku udah,0
2025-11-03T10:48:11Z,@AhmadZikri-fh3lk,Aku udah,0
2025-11-03T10:44:41Z,@alvarorafisqy7978,aku udah dapet mbg,0
2025-11-03T10:38:03Z,@IndahFitriyani-m1k,Aku udah dapat MBG,1
2025-11-03T10:33:44Z,@SaivulAsiyah,Aku udah kak tapi yang semangkanya doang yang dimakan kalau tahu ayam sama wortel terus tuh apa ya jagung mini yang gue makan cuman semangkanya doang nggak tapi yang nasinya itu nggak aku makan semua lainnya cuman nasi doang kok nasi doang cuman semangka doang,0
2025-11-03T10:15:04Z,@AnisaNisa-wo3py,Blm,0
2025-11-03T10:13:25Z,@MusrifinZidan,Makan beracun geratis,0
2025-11-03T09:57:31Z,@NurAmalia-g8x,aku udah,0
2025-11-03T09:57:00Z,@NhdaNisa,Aku belum,0
2025-11-03T09:29:41Z,@Tecnopop5Bagussekali,😭😭😭😭😭,0
2025-11-03T09:29:18Z,@Tecnopop5Bagussekali,Aku belom dapat,0
2025-11-03T09:25:32Z,@nasihingoodboy1614,Aku udah dapet,0
2025-11-03T09:13:23Z,@santisira974,Aku belum😊,0
2025-11-03T08:57:42Z,@SukirManto-wy5sd,Aku sudah dapat MBG tadi pagi hari Senen tadi,0
2025-11-03T08:31:56Z,@AyuNindya-s4c,aku udah dapet mbg,0
2025-11-03T08:24:17Z,@yunitaninik6928,Aku   udah,0
2025-11-03T08:20:13Z,@ArkarazanSaleem,aku udah sering mbg,0
2025-11-03T08:04:05Z,@GibranGibran-t7r,enak  kan  aku  aja   uda  dapet  mbg,0
2025-11-03T07:49:42Z,@alwinirhamramadhan,udah,0
2025-11-03T07:47:54Z,@Qanitachan,Gk pernah 🎉,0
2025-11-03T07:23:09Z,@AhmadWahyudi-f7y,udah,0
2025-11-03T07:01:13Z,@LinaPasaribu-k9f,Aku belum dapat 😭😭😭😭😭,0
2025-11-03T06:30:07Z,@ButetHen,Aku belum pak,0
2025-11-03T06:22:46Z,@rafifsiwon9080,Udah gitu 😂❤,0
2025-11-03T05:57:32Z,@MarintanAgustina,Aku udah mbg,0
2025-11-03T05:43:42Z,@arya_12347,MBG <br>MAKAN BERGIJI GRATIS ❌ <br>MAKAN BERACUN GRATIS ✅,0
2025-11-03T05:38:53Z,@UdahCape-j3u,belum kasian uang ku 💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰,0
2025-11-03T05:27:50Z,@LiyahAliyah-pn4ux,Aku bang udah tadi,0
2025-11-03T05:16:02Z,@AldiAja-jy5fh,Gk semuanya beracun,0
2025-11-03T05:03:19Z,@AbahDayat-o5q,Baru  mulai,0
2025-11-03T04:57:54Z,@AlanSepuan,Aku udah dapat dari dulu😅,0
