publishedAt,authorDisplayName,textDisplay,likeCount
2025-11-08T12:29:46Z,@PutraJaya-r9o,𝐸𝒽𝑒𝑔𝑒𝒽𝑒𝒽𝒽𝑒𝓉𝒹𝒽𝑒𝒽𝒹𝓉𝒽𝑒𝓉𝑒𝒿𝓉𝑒𝑔𝑒𝒿𝓃𝒹𝒷𝒹𝓃𝒹𝑔 𝖽𝗀 𝐝𝐧𝐞𝐠𝐬𝐡𝐠𝐬𝐡𝐝𝐧𝐞𝐞𝐡𝐠𝐭❤❤❤❤❤❤❤❤❤❤𝐧𝐝𝐧𝐟𝐫𝐝𝐠𝐝𝐧𝐞𝐣𝐞𝐡𝐞𝐡𝐞𝐡𝐞𝐡𝐞𝐣𝐞𝐭𝐣𝐞𝐲𝐞𝐡𝐞𝐣𝐞𝐣𝐞𝐠𝐞𝐣𝐞𝐡𝐭𝐞𝐡𝐞𝐡𝐞𝐭𝐞😂😂😂𝐫𝐣𝐠𝐫𝐧𝐞𝐛𝐞𝐟𝐞𝐡𝐫𝐠𝐞𝐞𝐠𝐞𝐡𝐞𝐞𝐠𝐞😂😂😂😂😂😂😂😂😂𝐧𝐞𝐠𝐞𝐧𝐞𝐠𝐫𝐧𝐣𝐫𝐣𝐡𝐫𝐠𝐞𝐡𝐫𝐭😂😂😂😂😂😂𝐡𝐞𝐡𝐞𝐡𝐡𝐞𝐝𝐡𝐝𝐡𝐠𝐝𝐡𝐞𝐞𝐡𝐫𝐡𝐲😂😂😂😂😂😂😂😂😂😂😂😂😂😂𝐣𝐫𝐭𝐫𝐡😂😂,1
2025-11-08T10:09:21Z,@ArroyanDilan-i2s,Kek  lek lek  we😅😅,0
2025-11-08T05:35:04Z,@BundaRosmiati-w8j,Cb bvkb😂🤣😂🤣😂,0
2025-11-07T16:34:04Z,@umarbetaubun4.1,Nomor 1 bar bar amat😂😂,0
2025-11-07T14:59:34Z,@Iena88Emy,Yang nombor 2 lucu cok sayangggggg makan sayanggg temen ya jawab ok sayangg,0
2025-11-07T13:42:55Z,@Keenandracettazahwanagustian,Maksud nya tutup MBG nya dilempar,0
2025-11-07T13:41:53Z,@Keenandracettazahwanagustian,Itu yang buaya panggang ada yang ngejawab sama nomor 1 sampe di lempar😂😂😂😂😂😂,0
2025-11-07T13:28:36Z,@affidahahmadjatin5822,tehair cecakpanas,0
2025-11-07T12:31:25Z,@GibranGibran-h3n,Allah,0
2025-11-07T09:43:24Z,@IndahYunita-d9y,Mereka kerasukan setan mbg😭😭😭,0
2025-11-07T08:40:35Z,@RAKA.5747,Petugas mbg nya bilek pas dipulangin kotak nya dilihat udah penyok,0
2025-11-07T04:51:52Z,@ErmaAnita,Hebat hebat hebat dapat mbg bagus ya mbg nya apa dong lihat dong mbg nya 🙏,0
2025-11-07T04:22:48Z,@HELL_DAMN,"<a href=""http://www.youtube.com/results?search_query=%23mbg"">#Mbg</a><br>M: makan<br>B: beracun<br>G:gratis<br>Ga kebayang jier makan beracun gratis pantes murid² kesakitan😂😂",0
2025-11-06T16:05:35Z,@adutadut1432,😂😂😂😂😂😂😂,0
2025-11-06T13:55:20Z,@TaiUyut,👍👍👍👍👍👍,0
2025-11-06T11:25:43Z,@RafaelHagen-j3f,Yang di teakih itu lucu 😂😂😂😂,1
2025-11-06T09:46:45Z,@Albyan-ow3zc,Nomer 1 kayak orang stres,0
2025-11-06T07:31:42Z,@elinefiska-z3c,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣sayang makan sayang,2
2025-11-09T13:30:29Z,@Aqila_Humaira-art,"Cglbx, ofy🎉🎉😂😂😂😂❤",0
2025-11-06T05:14:22Z,@WayanMurtia,Cantik banget cewek yang pertama  ❤❤❤❤😍😍😍😍🥰🥰💋💋❤❤❤,0
2025-11-05T13:39:00Z,@ptrasta0810,saya makan saya nya nomor 1 kocak,0
2025-11-05T12:17:58Z,@KhansaaAnsyaa,Teman-temannya bi lek: berisik banget cok makan-makan aja😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 suara elu kayak gentong ketendang,0
2025-11-05T12:03:19Z,@DaffaFa-b2r,😂😂1🤣🤩🤣🤣🤣2,0
2025-11-05T11:04:14Z,@RafanAlfarizqy-c1e,Yang cowo stres apa kok katak kesurupan😂😂😂😂😂,0
2025-11-05T11:03:24Z,@RafanAlfarizqy-c1e,Sayang makan sayang!,0
2025-11-05T08:19:08Z,@Banafzema98,Gw ketawa yang terakhir😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
2025-11-05T07:06:20Z,@Asnitacliff,"😅😅😅😅😅😅😅😂😂😂😂😂😂😂😂😂😂😂hshxbcbbxbcbbzbcnbxbsn nbsbxbcbbzbcbcbbxb ce cbbzb,bxbbzbfbbehxbhxHzjdjxjskhdgdfgcxjfjjfjfj",0
2025-11-05T05:24:47Z,@ArahmanArohimRamaoim,Ryyyhdjsoiei4yytttyut67igjghvkdieiwiwiwjcjfufjfjdchcbcjdrirjrjjfhchchcjfchchfhhfhfjfjffjfjffjjffjfhfjfhghgjghthhthyyuyututuyjttuyututjfutiyuguguttutititityiyugjfutufugiggufuffyfyfufufhfjfjgfjfjffufjfjfjffjfurirutrjrjdurjfufigigiguygugiyigitgig,0
2025-11-05T05:07:53Z,@DAFFA-MP40-SG-ONE-PUNCH-MAN,ngeri juga ya no. 1😅😅,0
2025-11-05T02:54:38Z,@Dina-n7c7j,Enak ya dapet mbg kalok di sekolah aku gak dapet soalnya mi,0
2025-11-04T15:40:50Z,@BaharUdin-z2w,😂😂😂,0
2025-11-04T14:47:26Z,@SeptiWahyu-w9w,Iya 🙄,0
2025-11-04T10:41:29Z,@elsiwidiya6970,ih... apa2an sih itu... teriak2,0
2025-11-04T06:56:14Z,@SuparSupar-fb5dj,yang nomor 1 lucu baet😂😂😂😂😂😂 😂😂😂,0
2025-11-04T06:48:17Z,@taufiqurrahman504,Ok,0
2025-11-03T14:48:10Z,@dedidoko6181,lucubange     yangterah     hir,0
2025-11-03T14:36:29Z,@SelmaRs-e8x,Jagan makan makanan geratis,0
2025-11-03T14:28:02Z,@Syarif_18est,nomer 1kocak banget,0
2025-11-03T09:15:10Z,@Gandul45,😂😂😂😂😂😂,0
2025-11-03T08:19:03Z,@KakmasajiAji,😂😂😂😂😂😂😂😂😂😂😂,0
2025-11-02T12:24:23Z,@GabolehnontonAnehaneh,Nomer 1 udh kaya suara tembakan,0
2025-11-02T11:55:37Z,@DAFFA-MP40-SG-ONE-PUNCH-MAN,gw kalo teriak malu tuh😅😅,0
2025-11-02T11:54:46Z,@Yudihartono-oq3hr,Ituyangterakhir polah😮😊😅😢🎉😂❤,0
2025-11-02T11:54:25Z,@GideonWibowo,nomor.  1.  udah.  gila.  😂😂😂😂. sampe. di.  lempar.,0
2025-11-02T10:07:54Z,@YunusSaleh-eu8nq,ke 4 berisik baget,0
2025-11-01T14:09:05Z,@abaigirdbodong9973,😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉😂😂😂😂,0
2025-11-01T12:01:52Z,@rizkibagja3587,Are you okey😢,0
2025-11-01T11:34:30Z,@KairaHarahap,No 5 kaya Aci komika,0
2025-11-01T11:22:18Z,@NiaDamayanti-n9k,Yg terakhir cntik bgt kakak nya,0
2025-11-01T10:42:09Z,@EstherWibowo-r9b,Gak jelas,0
2025-11-01T08:20:43Z,@henrygimong9393,Kentut &amp; teriak😂😂😂😂😂<br>👁️👄👁️👻👻🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️,0
2025-11-01T05:43:23Z,@juan-k5o2r,mbg MP3 toko teriak ibu guru marah tau ah,0
2025-11-01T02:00:47Z,@Happy_Day-p9n,Yg nomor 5 lucu kayak cewek anime,0
2025-11-01T00:36:25Z,@Aida123-dr8hx,😂😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-31T17:15:20Z,@mil8796,😂😂😂😂😂🎉🎉🎉🎉🎉,2
2025-10-31T14:19:48Z,@suryoatmojo-p8r9j,😄,0
2025-10-31T11:31:51Z,@lindalindut5788,1😂😂😂😂😂😂😂😂😂😂👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0
2025-10-31T11:23:28Z,@Matthew-Av,Itu nomor 5 ada gambar ubur ubur 🗿,0
2025-10-31T10:38:30Z,@desiratnasari3264,yang terakhir suara pistol sg,0
2025-10-31T09:14:48Z,@ziraryan1835,Yg terakhir lucu banget😂😂😂😂,0
2025-10-31T09:11:33Z,@RisaHernandes,"Yang terahir paling stres (yang nomor 1)😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Ang, Ang Ang Ang😂😂😂😂😂",1
2025-10-31T08:44:15Z,@monymayorea3303,Buset pada kerasukan 😂,0
2025-10-31T05:30:53Z,@AbiePradana-y5t,Nomeer 5 buat aku aja boleh gakk😋,0
2025-10-31T05:21:25Z,@PangeranBahtiar,Pelan-pelan,0
2025-10-31T04:44:53Z,@HUMAIRAazzahra-ix4nl,She just say sayang makan sayang,0
2025-10-30T20:11:35Z,@amorlz,🗿🗿🗿🗿🗿🫵🫵😭😭😭😭,0
2025-10-30T14:18:22Z,@Suhardi-b5j,😂😂😂,0
2025-10-30T13:22:58Z,@BaVinamoon,Nomer 5,0
2025-10-30T13:22:51Z,@BaVinamoon,Ini vira ya,0
2025-10-30T11:20:01Z,@Rizqi-j8u,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,0
2025-10-30T10:38:37Z,@IbraAbizar-z4m,Pas gw teriak &quot;sayang&quot;:SSSSAAAAYAAANGGGGG!!!!!!! MAKANNN SSSSAAAAYAAANGGGGG!!!!🗿,0
2025-10-30T10:08:53Z,@rusdirusdi269rtde,😂🤤🤣💥😎🗿,0
2025-10-30T07:27:26Z,@iislindabackup,Allahu Akbar itu sulit banget sulit banget sumpah lucu😂😂😂,0
2025-10-30T05:17:13Z,@ArmanReyhan-z8r,Kayaknya mereka ank nya bang martin🗿,0
2025-10-29T09:09:08Z,@trezzbenn,lucu banget teriakannya sampai gue ketawa bejir 😂😂😂😂😂😂😂😂,0
2025-10-29T07:14:16Z,@RAPI-sx5bj,Allah <br>😊,0
2025-10-29T05:34:49Z,@Kol9ngJakarta,Itu yang terakhir khasian banget ya Allah Nia,0
2025-10-29T01:06:54Z,@AngkamorDelvins,Sayang makannnnnn,0
2025-10-28T13:39:56Z,@SairajiAji-p4q,Kalo aku no 1 sih  juara,0
2025-10-28T13:33:12Z,@SumarniAja-p3k,😂😂😂😂😂😂,0
2025-10-28T12:11:16Z,@SofieFarida,Agalainya irengireng😅😂🤣,0
2025-10-28T09:22:54Z,@RuzainArasy-k6x,😂MBG,0
2025-10-28T06:45:04Z,@tinyminihouse_8151,Gila l,0
2025-10-28T05:39:09Z,@sulissetyono2385,😂😂😂😂😂😂😂😂😂😂😂😂kto5o5p4😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂yruyu6,0
2025-10-27T16:45:21Z,@Shahana-w4s,✏️📝❤️,0
2025-10-27T15:32:04Z,@JulaikahJulaikah-p5g,Itu❤🎉lucu😅,1
2025-10-27T11:49:41Z,@SimonSodikin,😂😂😂😂😂😂😂,0
2025-10-27T11:42:42Z,@erictemukan,🤣🤣🤣🤣🤣🤣hahahahahahahahaha,0
2025-10-27T11:32:39Z,@audyrinjani5191ghl,duduu😅😅😅😅😂😂😂😂😂🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿😭😭😭,1
2025-10-27T10:57:34Z,@Atik-h7x,Yg nomer satu paling lucu 😂😂,0
2025-10-27T10:50:50Z,@NenengNisa-rb4kg,Or send Octa core gy so😅,0
2025-10-27T10:38:48Z,@Sanijayaponsel-t1l,lucu yang terakhir di lempar😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
2025-10-27T10:23:01Z,@ImranUpriadi,😂😂😂😂😂😂😂😂😂😂,0
2025-10-27T09:59:13Z,@AmsafeMadina,Itulah kalau anak-anak dapat m-banking di sekolah,0
2025-10-27T09:56:18Z,@ariefrazip7123,👅,0
2025-10-27T08:50:17Z,@Maman-i6d3q,😁😁😁😁😁😁😁😁😁😁😁😁🤣,0
2025-10-27T08:39:49Z,@syahranirani5688,Yang nomor satu ngeri 😂😂😅,0
2025-10-27T05:00:54Z,@SriUtami-r6p,おいしい食事をお召し上がりください、お姉ちゃん🎉,0
2025-10-27T02:27:13Z,@IlahAjat-hb1nl,😂😂😂😅😅🥰🤣,0
2025-10-26T21:59:27Z,@AnieSingo,Yang no 5 mirip kak loisa 😮,0
2025-10-26T16:02:21Z,@David05-c3z,Pertanyaan nya anak2 ini senang apa kecewa.??,0
2025-10-26T14:10:24Z,@AzqiaraMahya-b1z,Maluin diri sendiri GK sih😅,0
2025-10-26T14:01:00Z,@zaskiaputrinurdiana8913,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-26T13:18:23Z,@RoyhanMustakim,Yang terakhir bikin ketawa ngakak😂😂😂😂😂,0
2025-10-26T12:35:51Z,@karniahkarniah-t8d,😂😂😂😂😂😂😂😭😭😭😂😭😂😂😂😂😂😂😂😂😭😭😭😭😭😭,0
2025-10-26T10:59:42Z,@MamakAtul,Pada ngikutin Kori anjir ya gk😅,0
2025-10-26T06:35:02Z,@HendriMurdani-p4k,😂😂😂😂😂😂 lucu di luar nalar cuy <br>Itu dia makan atau enggak tuh,0
2025-10-26T03:56:47Z,@dananksigid446,wkwkwkwkwkwk😂😂😂😂😂😂😂😂😂,0
2025-10-26T03:26:03Z,@elyrodzi90,Manusia bodoh tak meghargai,0
2025-10-26T02:15:09Z,@tukimantukiman756,Cicak rebus ke Cemplung kali halo <br>Cicak rebus😂😂😂😂🤣🤣🤣😆😆😆😆🤫🤫,0
2025-10-26T01:35:11Z,@MIMI-t3m4g,Emang😂 sih cocok di nomor 1😅😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-25T13:52:40Z,@SemelSemel-n1i,Ka maaf yang ke 1 itu jangan terlalu kaya babi suara nya😅😅😅,0
2025-10-25T13:46:07Z,@RizalApriadi-n5t,ya Allah semoga dapat juga,0
2025-10-25T13:41:24Z,@PuyerEnambelas,Iucu. Banget😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅🤣🤣🤣,1
2025-10-25T13:13:56Z,@dwipuspitadewanti149,Astafirullah apa tuh yg di lempar😂,0
2025-10-25T12:37:20Z,@tirarahayu9583,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😅😅😅😅😅😅😅😅😅😅,0
2025-10-25T08:23:27Z,@RealmeC21Y-g7l,Sumpah lucu banget ❤❤❤❤❤❤❤❤❤❤,4
2025-11-09T10:23:14Z,@Opopo.p,Mantal Rusak kok lucu...Gnerasi Stroberi digadang2 generasi emas😅😅😅...,0
2025-10-25T08:07:28Z,@ajingroupenterprise,😂😂😂😂,0
2025-10-25T04:42:20Z,@zahir_sekolah,ya allah jagan tiyan bang bisin ya allah <br>kaya gitu😂😂😂,0
2025-10-25T03:19:07Z,@mahdalenasdnlagoa0540,Ih kerasukan,0
2025-10-25T03:18:40Z,@mahdalenasdnlagoa0540,Yg kocak pas no 1,0
2025-10-24T22:24:59Z,@anugrahryan4011,Lucu banget nomor 5😂😂😂,0
2025-10-24T12:53:21Z,@KardiKardi-l7u,😎💪,0
2025-10-24T12:32:02Z,@O.Herawati-hk7eu,Ka aku mah kesel sama sedih banget mbg gak datang datang,1
2025-10-24T13:01:13Z,@mules_aa,Sabar ya 😊😊😊🎉🎉🎉,0
2025-10-24T12:24:16Z,@RaissaAurum,no 2 ada yang bilang ok sayang🤭🤭🤭🤭,0
2025-10-24T10:14:15Z,@rahmi3869,Yang terakhir nomor satu yang pas buka tutupan MBG,0
2025-10-24T09:06:25Z,@SitiAminah-vp6kh,Bulek yang terakhir 😂😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-24T08:48:38Z,@HeniMa5555,yang nomor dua ngakak bet pas ngomong sayangg makan sayang temen nya malah ngomong oke sayang 😂😂😂,0
2025-10-24T08:14:53Z,@AlesyaZea-l6y,Kocak banget si semuayaa,4
2025-11-01T13:29:50Z,@OktarinaTari-b6z4j,Astagfirullah yg no 1 wkwkwk😂,0
2025-10-24T08:13:37Z,@Sripuspita2022,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4
2025-10-24T06:08:42Z,@NurSia-l7r,🫰👰🤵👔👔🇮🇩🇵🇹🏳️‍🌈☠️🗿🌚,0
2025-10-24T02:42:55Z,@irmayantysrirahayu,f,0
2025-10-24T01:34:14Z,@RizkiAfrizal-w3d,Kaga diomelin y guru kah🎉😮,0
2025-10-24T01:09:30Z,@LailatulHidayati-z1u,pilih cewek cewek 0 mantan saya,0
2025-10-24T01:08:55Z,@LailatulHidayati-z1u,2026 dikit lagi aku kelas 1 2026 kelas 1 kelas 1 kelas 4,0
2025-10-23T15:15:22Z,@evisusanti-u4b,hahahahaha😂 lucu,0
2025-10-23T14:29:01Z,@SuryaWati-o7c,sayang:sayang-kepalakamupeyang😒😤😳,0
2025-10-23T14:07:11Z,@CINT414,😂😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-23T14:07:04Z,@CINT414,😂😂😂😂😂😂😂😂,0
2025-10-23T13:45:48Z,@Siaidilampung7gmailcmSUAIDI444,No 2 .sayang makan sayang &quot;orang ngomong ok sayang&quot;,0
2025-10-23T12:51:28Z,@PuputSondang,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-23T12:33:58Z,@RamaAlimakhbub,Lucu nomor 1 Nangkak 😂😂😂😂😂😂😂😂😂,3
2025-10-23T11:23:50Z,@novilinda6015,Di sekolah ku cowok di kelas ku gitu juga,0
2025-10-23T10:50:41Z,@sitinurhayati5899,yang nomor satu paling lucu sih sampai tutup MBG di lempar terus ada suara nya lagi,1
2025-10-23T10:44:02Z,@JulieAnneGlendylSalazarPocon,😂😂😂😂😂😂😂😂😂😂😂,0
2025-10-23T10:26:03Z,@adikagalihperkasa,Sayangggggggggggg makannn sayanggggggggg 🤫🤫,0
2025-11-09T08:19:25Z,@jamalsaepudin5733,a❤️o<br>😅😅😅afhdi<br>😂😂😂😂gdlasdgh<br><br>  eqrldkb<br>🎉🎉🎉🎉🎉aghw,0
2025-10-23T10:25:08Z,@yadiyadi7629,Pu<br><br>🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,0
2025-10-23T09:22:58Z,@ShaqinaElfazza,Kocak di lempar ke tampar orang oww sakit,0
2025-10-23T08:31:11Z,@ZhenytaSucidesilya,Yg ke 1 beneran masih sd,0
2025-10-23T08:26:02Z,@supriyatna4396,Mereka semua kerasukan apa lah sampe gitu 😂🗿,13
2025-10-31T14:43:29Z,@yatizurqoni4854,Seng terakhir lucu Jan cok 😅😅😅😅😅😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅,0
2025-11-06T12:17:06Z,@budiasus-l3h,​@yatizurqoni4854                )kkk,0
2025-10-23T07:41:10Z,@TotokNana,Nomor 1 paling lucu sampe di lempar tutup nasi nya 😅😅😅😅😅😅,33
2025-10-23T13:49:04Z,@ekoharyanto1596,😅😅😅😅😅😅😅😅😅😅😅😅😂😂😂😂,3
2025-10-25T06:30:34Z,@KutaBarat-d5d9q,🕌🕌🕋⚓,1
2025-10-26T00:48:55Z,@AtfarShop,😂😂😂😂😂😂😂AiN😂😂😂😂😂,0
2025-10-29T16:52:03Z,@xbacilas23,The real suara panci emak emak 🗿🗿,0
2025-11-01T13:51:05Z,@Joni-i5w7f,iyasaanng❤❤❤❤❤❤❤❤,0
2025-10-23T07:40:19Z,@edrikantanira,Awal: amazing 🤩🤩 akhir:anjing🗿🗿,0
2025-10-23T07:32:32Z,@IlalNurhilalliyah,😂😂😂😂😂😂,0
2025-10-23T05:45:04Z,@nzistudio8824,Astaghfirullah. Kok gak beradab. Mboh yg bagus opoo,0
2025-10-23T05:41:25Z,@IbelBelva-z5w,Aku hari kamis MBGnya,0
2025-10-23T04:28:58Z,@Muhammadfawwazasyaban-s6m,😂😂😂😂😂,0
2025-10-23T03:16:28Z,@muallifahbwi3221,Manusia yg kurang bersyukur,0
2025-10-23T02:51:04Z,@fadlivansolang476,1,0
2025-10-23T02:37:39Z,@polo66-y4p,Yang ke 1 teriaknya besar😂😂😂,0
2025-10-23T01:16:32Z,@AmblackBlack-g6s,hahaha,0
2025-10-22T23:32:30Z,@PasahtPasaht,1 yang nomor satu ini kocak,0
2025-10-22T22:02:39Z,@RianRien-v2b,Yg no 1 masih SD,0
2025-10-22T17:18:56Z,@Fatullahalfarizky,Pemerintah:jadi ini yang ngerusak wadah MBG🗿,0
2025-10-22T16:30:56Z,@Hidayatwakday,Itupun ayahku yang buat makanan bergizi,0
2025-10-22T15:17:35Z,@egycaplank2040,😂😂😂😂😂😂😂😂😂,0
2025-10-22T14:48:30Z,@HerlinaNovitasari-c4k,Mereka yang ngomong gua yang malu njir😂😂😂😂,0
2025-10-22T14:44:02Z,@Liochapnnel,yg terakhir lucu kali😂😂😂😂😂😂😂,0
2025-10-22T14:26:24Z,@AmirLaga-s3s,Astaghfirullah yang nomer satu itu gila😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂😂😂😂😂😂😂😂😂,0
2025-10-22T14:10:57Z,@azzanovia,😂😅,0
2025-10-22T12:43:43Z,@arikurniawatiwati5182,korban teknologi modern semua jd lelucon 😂😂,5
2025-11-05T15:45:38Z,@AhmadAbiyan-k3v,😅😅,0
2025-10-22T09:18:21Z,@TresianaLiem,Loisa,0
2025-10-22T07:12:39Z,@RatnaByl,😂😂😂😂😂,0
2025-10-22T06:45:26Z,@agusnilacitrasaripp8742,"Yg ke 4, man nya dimana??😅",0
2025-10-22T06:32:45Z,@NasrullahWahid-u6f,❤,0
2025-10-22T05:56:01Z,@AlifyaSyachila,ini bukan ap king tapi ini mangga,0
2025-10-22T05:21:15Z,@MRSNINIE-g3n,😂😂😂😂,0
2025-10-22T05:05:46Z,@najwaa30,Yg nomor 1 bar bar bgt 😭,0
2025-10-22T03:18:52Z,@JafarJf-bj1kp,🤣🤣🤣🤣🤣,0
2025-10-22T03:00:04Z,@izuka876,Ate mbadog ae.bengak bengok.ra nduwe dor😊,1
2025-10-21T14:32:45Z,@ArisnhaPutri,Chacha😂😂😂😂😂😂😂🤣🤣🤣🤣🥰🤙❤️,0
2025-10-21T14:10:25Z,@riangchannel,"Dapat makan sehat gak malah cerdas, tapi malah jadi oon...",0
2025-10-21T13:05:11Z,@RiccaPermatasari,Yang nomor 5 cantik banget cok,0
2025-10-21T12:49:00Z,@antonyibnuhajar3103,buat yang gak punya pacar jangan gitu ya 😂😂😂😂,0
2025-10-21T12:38:29Z,@sucianggraeni4277,Lek lek lek we😅😅,0
2025-10-21T12:12:41Z,@husnulhitamami,"Suarax bagus..tpi gak perlu pkek obrak obrak kemprengx, kasik etika bagus donk sebelum makan",0
